5.876505334456164076e-02,-7.332713385582219079e-01
3.295690492344684475e-01,4.114002615358103299e-01
-5.427040075407604247e-01,4.502914751764526269e-01
2.459454115857564460e-01,7.426994382581748599e-01
-5.883366554649168689e-01,2.711878221780962273e-01
2.680887350008588355e-01,6.075297924826614793e-01
-3.472986182138337319e-01,-4.220464519378681889e-02
-4.054910844320741004e-01,-4.277399777070257647e-01
-2.363350839522457836e-01,1.691187314836636868e-01
-6.082344828221126765e-01,6.092774949235044840e-02
-5.167871630585810783e-01,9.957245663700030683e-03
5.394914183029296817e-01,-3.365889276141382780e-01
1.410175625990068848e-01,5.754234705506691139e-01
1.671152494119819976e-01,2.131585184976307612e-02
-5.632427566332027791e-01,2.274993331442033417e-01
3.308940082405156108e-02,-6.367357722809885434e-01
-4.203057623371543317e-01,3.767682867538822977e-01
-5.834603555941300090e-01,2.374565991452397273e-01
-7.365736765020494126e-01,5.310965409884366856e-02
1.765926806249562206e-02,-1.991467516038332997e-01
-2.745180752959072712e-01,-5.878680651271575575e-02
1.772102367798923661e-01,-2.038565465772750884e-01
5.021776166519171386e-02,-3.633155626916455549e-01
2.065783122414562578e-01,-2.759645296385545565e-01
3.433463526594488502e-01,4.250975122758465230e-01
3.796828868118121703e-01,5.321463851218813934e-01
-5.039255049202006065e-01,-1.147446218882865188e-02
2.695485159765707503e-02,1.256780625339043167e-01
5.607452138015588394e-01,-3.560049129316581462e-01
-4.779177379579385154e-01,2.555217261491353753e-01
-5.554168333544879932e-01,1.367719600551396686e-01
-3.763362372077996287e-01,2.625494124205943192e-01
-3.725774999013468092e-01,-7.226007925159678991e-02
-4.103418492424205088e-01,3.245571985040703045e-02
2.498393657203522300e-01,1.071562499820651326e-01
-8.555321428969105968e-01,8.820267306079850392e-03
-6.086309054114275030e-01,4.783650913480492206e-01
-2.976101321781184916e-01,-3.115216119281044929e-02
4.105580898464576967e-01,5.290242050488878078e-01
-3.615454787266047521e-01,-1.100642898770130551e-01
-5.613966100981822027e-01,3.495080551951841863e-01
1.659061025486150420e-01,4.604952722208177640e-01
4.825261267156715772e-01,-6.938157636774544557e-01
2.870863727076241600e-01,-3.157920979533662131e-01
-5.107673761989346417e-01,5.386588448891387326e-01
1.864279358888381033e-01,4.383813761427662881e-01
-3.599253960057655632e-01,1.428872568441235946e-01
-4.916485607781956313e-01,5.872978373480129688e-02
1.232992757207594520e-01,-2.496879845041735380e-01
-6.222489627159937253e-01,8.791223388506760883e-02
1.286822136413861284e-01,-5.615331355399413166e-02
3.638027582638672097e-01,6.055439613154667278e-01
-3.083389429337097809e-01,-9.561051812177090437e-02
7.055085692699711863e-01,-2.131110835837273232e-01
-5.276051626896137714e-01,2.259768946658933242e-01
-4.835530517668629735e-01,-8.998169842972165988e-02
-4.123170404700602365e-01,1.391931795777406333e-01
2.550769720622267922e-01,4.129175498079502571e-01
-6.499182955855343780e-01,1.891994363629553866e-01
1.927306388681144511e-01,2.285192042979607152e-01
-6.513626868909021539e-01,1.806519822653027962e-01
-2.377949506647188821e-02,5.385539909067335040e-01
1.211017067136183623e-01,2.819776175771422366e-01
1.379146172806584858e-01,5.759712644302570350e-01
9.357266906029558517e-02,-6.058976475174666643e-01
-2.301129506689587878e-01,5.487990207615298793e-02
1.137025964566239639e-01,-4.728920982592800804e-01
1.652990936916640397e-01,-8.770827585376768029e-03
3.093177283671738609e-01,-2.990657176017808005e-01
-1.645552030536935606e-01,-2.685131617789801584e-01
-2.534838733657030496e-01,-1.637986100775469800e-01
-3.992405655084474425e-01,-6.845047927987901737e-02
3.667715250970579044e-01,5.878494536332801168e-01
-5.048445734554601882e-01,1.026815988901501851e-02
5.574620929579469086e-01,4.924570504938403093e-01
5.788462868514995252e-01,4.749190159851872650e-01
-4.511073849623633003e-01,2.103757252733302330e-01
-6.275851368970354338e-01,1.321048466307895575e-01
-5.008657022600566666e-01,9.843414820747069249e-02
1.554148309111420267e-01,1.937884869523006925e-01
1.573213412088659557e-01,1.544251640247315364e-02
1.452427853876888664e-01,-8.828870519918628756e-02
3.909210333446460628e-01,5.255886613054696621e-01
-4.726529973597876078e-01,-2.024986922956971136e-01
1.630447392462122391e-01,-5.749844521949888376e-01
9.547756328542718329e-02,-5.508808554893728227e-01
-4.645161799993402507e-01,3.992568271354711429e-02
-1.613366569953155472e-01,-4.003494428141763928e-01
-6.495109008896767788e-01,2.207390717107315381e-01
-6.075813483326605174e-02,-2.294786295868105341e-01
9.643635249789363206e-02,-7.581566186016479303e-02
-5.950106803342049000e-01,-4.750011371464124381e-03
3.626920248884707432e-01,-5.675389137155111285e-01
-1.353457240892978475e-01,-3.286340200182594762e-01
